vin,price
5J8YD4H05LL032532,51063.88129244602
KNAE45LC8K6050784,38789.925238617616
5XYZGDABXCG149606,9885.284306545775
1G1ZE5ST6HF197903,17108.15918142755
KL4MMDSL6LB106699,26332.484236491448
1FMJK1JT8KEA01413,52508.26583764234
1FD8W3HT9LEC47909,46295.077345204816
2FMPK4J93GBB49987,18417.16349097922
3C63R3EL0LG264012,66732.77952339518
1GC4YNE76LF322205,55125.61576452066
5N1AT2MV9LC793052,25227.526925345428
1FTEW1E57LFC48715,53713.340196152225
4T1BF1FK6HU364073,15671.356554350912
WA1BNAFY3J2034396,30865.031904155694
JN1AZ4EH3LM822601,50234.72158697627
2HGFC2F85LH559958,21394.80382894518
1GTW7FCG7F1194269,20775.076240155617
5NPD84LF0KH423636,13229.800996858396
JTMD6RFVXLD006313,35821.61880878202
1ZVBP8AM8E5295019,13441.175291960706
WAUG8AFC1HN124613,30133.580441899685
2C3CDZAG8LH161671,28678.53729861234
1GYS4GKJ1LR252703,70567.35102952234
1FTFW1EG3HKE07623,38808.372743453234
2T2JGMDA8LC054405,51741.53429486035
1C4NJRFB5GD637260,11744.355452593547
2T2AZMDA5LC238064,53560.59694840976
SALSF2D45CA739985,17167.516510958932
1G1BE5SM6J7132706,18108.874591915977
2GNALPEK3D6268320,11886.731494523847
1GTG6CEN7H1256354,29317.33674432719
JTDEPMAE0MJ128824,27320.76397458067
5TDXZ3DC8HS823665,24432.621262455028
3GNAXHEV2LS715210,26684.490237251895
1FTEW1E58KFA74202,55448.379683352876
JF2SJAEC6JH587372,19396.686082035478
1GCRCPEC3FZ204659,21903.32253764035
3N1CP5BV9LL530248,19384.39294896129
1C6SRFJT5LN349440,44473.731283554116
1HGCV3F98LA008563,33194.76176724004
5YFBURHEXJP841333,17295.400973311203
LRBFX3SX4LD122034,39983.15459407915
KNMAT2MV0LP539291,28463.915323060522
3LN6L5E99LR603888,39208.15575848216
1GC1KXCGXBF101479,24499.42919540364
2HKRW1H28LH404799,26517.931974969753
WVWJK73C88E109527,3553.600812255411
WP1AA2AY3LDA10339,74102.86156539287
1FMCU9GD3JUC37330,17125.62157831032
5TDGZRBH4LS516195,42480.924250844
JM1DKDC73J1324292,16242.253587037747
JTEZU14R460079669,8353.603496824282
1C4RJFAG1CC156277,12089.912584316891
5NPD84LF2KH447940,13992.310526583295
3GNCJPSB1LL217086,21774.880627319155
2T3H1RFV8LW100922,32397.609852929654
KNDJT2A59C7467334,10668.308742948204
MAJ6S3KL5LC389546,22961.77831871601
19XFC2F54HE057692,16784.37878898605
ML32A5HJ1LH005040,12176.46889539875
3CZRU5H78GM705981,16352.607834674309
1G1105S37JU148349,21286.888566019486
WDAPF1CD3GP202529,36739.96397516601
5FNYF8H25LB014987,39492.00683048479
JN8AT2MV1LW135927,26540.87229885507
5J6RW2H29LL006349,30255.32017644677
3FA6P0CD6LR218247,24493.82484603423
3FA6P0H71HR260464,13517.72564241601
LRBFX1SA7LD078885,35147.601586133416
JTMWFREV8HD103530,20737.085663026977
5N1AT2MV8LC797500,26012.992136633267
1FTEW1E49LFB75063,55543.07930650978
3KPC24A64LE126116,15935.819960770797
3N1AB7APXJY267272,14674.49052992352
1FMCU9JD6HUD02044,18183.360027788065
1G6DM5RK2L0146138,37599.10628648982
1FTEW1CP0LKE35998,35677.6405925092
5N1AT2MV4LC777812,29365.991557524732
KL4CJASB1JB637591,17344.437103821012
2C3CDXHG6KH512439,20641.375027314378
WA1BCCFSXJR006633,24265.26618030381
KL7CJNSB7LB064077,21355.093889031046
2G1WT58KX89176570,6888.278124934167
KL7CJKSB5LB038267,19579.789743482557
JM1GL1UM8L1522883,24480.5877593548
2T1BURHE3KC238290,15318.202825214734
19XFC1F73LE218425,24531.062215466976
4T1B11HK7KU766185,25530.022223454165
1C4BJWEG2GL181755,30987.19563786762
1G6AX5SX4E0165115,22284.382361140637
3C4NJCBB3MT505865,28481.97409045549
5TDDGRFH4KS067490,41306.635722325824
