vin,price
5J8YD4H05LL032532,49756.41
KNAE45LC8K6050784,39571.617
5XYZGDABXCG149606,9047.863
1G1ZE5ST6HF197903,16829.219
KL4MMDSL6LB106699,26650.771
1FMJK1JT8KEA01413,52411.305
1FD8W3HT9LEC47909,46702.016
2FMPK4J93GBB49987,18588.777
3C63R3EL0LG264012,62978.574
1GC4YNE76LF322205,56727.906
5N1AT2MV9LC793052,25201.559
1FTEW1E57LFC48715,54334.4
4T1BF1FK6HU364073,15805.607
WA1BNAFY3J2034396,31213.219
JN1AZ4EH3LM822601,50513.137
2HGFC2F85LH559958,20888.79
1GTW7FCG7F1194269,20851.807
5NPD84LF0KH423636,13232.959
JTMD6RFVXLD006313,36570.23
1ZVBP8AM8E5295019,12851.029
WAUG8AFC1HN124613,29654.457
2C3CDZAG8LH161671,27791.516
1GYS4GKJ1LR252703,70452.44
1FTFW1EG3HKE07623,39038.734
2T2JGMDA8LC054405,49756.41
1C4NJRFB5GD637260,10748.748
2T2AZMDA5LC238064,54334.4
SALSF2D45CA739985,16829.219
1G1BE5SM6J7132706,17450.842
2GNALPEK3D6268320,10748.748
1GTG6CEN7H1256354,29329.121
JTDEPMAE0MJ128824,27681.156
5TDXZ3DC8HS823665,24560.03
3GNAXHEV2LS715210,26255.723
1FTEW1E58KFA74202,56727.906
JF2SJAEC6JH587372,19113.965
1GCRCPEC3FZ204659,20560.47
3N1CP5BV9LL530248,19113.965
1C6SRFJT5LN349440,44772.664
1HGCV3F98LA008563,31751.098
5YFBURHEXJP841333,17376.82
LRBFX3SX4LD122034,39524.734
KNMAT2MV0LP539291,28436.38
3LN6L5E99LR603888,39319.87
1GC1KXCGXBF101479,23644.082
2HKRW1H28LH404799,26875.768
WVWJK73C88E109527,4055.7092
WP1AA2AY3LDA10339,76409.14
1FMCU9GD3JUC37330,16829.219
5TDGZRBH4LS516195,40684.633
JM1DKDC73J1324292,16144.303
JTEZU14R460079669,7446.717
1C4RJFAG1CC156277,12076.084
5NPD84LF2KH447940,13786.11
3GNCJPSB1LL217086,21905.283
2T3H1RFV8LW100922,31917.838
KNDJT2A59C7467334,10474.115
MAJ6S3KL5LC389546,22971.174
19XFC2F54HE057692,16813.37
ML32A5HJ1LH005040,12604.721
3CZRU5H78GM705981,16314.301
1G1105S37JU148349,21143.842
WDAPF1CD3GP202529,35915.656
5FNYF8H25LB014987,37219.26
JN8AT2MV1LW135927,26875.768
5J6RW2H29LL006349,30414.63
3FA6P0CD6LR218247,23644.082
3FA6P0H71HR260464,12851.029
LRBFX1SA7LD078885,34019.19
JTMWFREV8HD103530,20851.807
5N1AT2MV8LC797500,25349.977
1FTEW1E49LFB75063,56727.906
3KPC24A64LE126116,16038.472
3N1AB7APXJY267272,15076.924
1FMCU9JD6HUD02044,17952.354
1G6DM5RK2L0146138,37684.195
1FTEW1CP0LKE35998,34945.2
5N1AT2MV4LC777812,29329.121
KL4CJASB1JB637591,17479.143
2C3CDXHG6KH512439,20784.023
WA1BCCFSXJR006633,24356.44
KL7CJNSB7LB064077,20888.79
2G1WT58KX89176570,7029.7217
KL7CJKSB5LB038267,19998.574
JM1GL1UM8L1522883,23644.082
2T1BURHE3KC238290,15808.382
19XFC1F73LE218425,23644.082
4T1B11HK7KU766185,25992.053
1C4BJWEG2GL181755,30590.832
1G6AX5SX4E0165115,22280.75
3C4NJCBB3MT505865,28729.42
5TDDGRFH4KS067490,42026.484
3HGGK5H48LM722669,17718.35
JM3KFBCM5L0794717,29380.438
1GT121C80BF210443,41164.418
4S4BSAFC0H3403427,21064.219
3GKALPEV5KL194348,20755.104
2GKFLTEK9H6239924,20389.53
WA1B4AFY5L2039430,52757.633
WDDZF4JB7HA266320,38068.32
3FA6P0HD2LR261038,23200.615
3C4NJCBB8MT518157,29329.121
1G1ZG5ST6LF153368,23496.104
WAUANAF48HN064854,24751.2
1GKKNULS2LZ231730,47260.242
3GCUKREC1FG302470,25947.422
2C3CCAGG3JH267597,21374.348
SCFRMFAW3LGL09248,122185.695
3KPA24AD1LE334136,16813.37
JTEBU5JR3J5561722,35915.656
ZN661XUS6HX222524,60992.246
1G1PE5SB8E7365819,6297.3086
1FA6P8CF3K5152712,39784.66
1NXBR32E16Z701670,4055.7092
1FMCU0G63LUB57011,27216.814
JF2SJAWC1JH428046,24751.2
JTEBU5JRXA5014351,14278.222
1D8HB58D14F142735,8177.4917
JF2SKAUC2LH587595,31917.838
3GNCJLSB5LL310685,20791.24
1C4HJXDG1KW536391,38068.32
3VV2B7AX6LM003754,26875.768
3N1CN8EV0LL823779,18588.777
JTJBM7FX6H5155402,39319.87
7FARW2H59KE047828,32106.299
5N1AT2MT6FC914123,12750.284
KL7CJPSB8GB536739,16878.002
1FTEW1E52LFB96569,46133.527
5N1DL0MMXLC523921,54334.4
1C6SRFHT4KN517654,48325.72
JN8AT2MT8LW017131,25551.707
3FA6P0HD1HR376950,18471.078
2CNFLEEC6B6371378,7029.7217
5J8YD3H30JL008902,36570.23
1FTEW1EG0GFA42711,35021.77
SALTY19454A839636,20755.104
1HGCV2F54LA024816,34359.473
1GTU9FEL1LZ324474,61643.574
JF2SH6CC4AH764464,9226.53
1GKKNMLS2LZ194825,40953.4
ZFBCFYDT0GP501036,18987.834
2G1FC3DD7B9209737,10748.748
1C4RJFAGXLC413856,41164.418
KM8J23A42KU895936,16878.002
5XYPGDA36LG679989,28263.342
4T1B11HK9KU191538,26875.768
1HGCR2F35HA130072,16829.219
3VV3B7AX6JM019888,18588.777
5NMS2CAD7LH178191,24751.2
KMHD84LF1LU003547,20043.273
3GCNWAEH2LG345507,27791.516
3KPF24AD2LE194278,15951.884
2HGFA16529H304781,8177.4917
WBAWC73528E064392,10741.6455
2T3DFREV7FW303208,17952.354
3HGGK5H85LM725063,19113.965
KL8CB6SA6LC457701,21905.283
ZACNJABB6LPL57668,20791.24
1V2NE2CA3LC211895,45914.94
1V2YE2CA1LC223427,44255.383
KL4CJESB8KB832869,20266.324
1N4BL4BV7LC214184,22085.246
1C4RJFBG7LC341397,37282.82
SBM22GCA3LW000602,122185.695
2T1BURHE2HC914723,13232.959
5GAKVCED2BJ314173,11020.57
3VWG57AU7LM011859,22744.674
4T1BF1FK9HU433922,16813.37
3GCPCREA1CG307365,12538.785
1C4PJLCB5LD648974,22943.105
5XXGT4L35KG337316,17479.143
1FMHK7D88BGA49099,8177.4917
2T3DFREV2JW849858,25072.414
3KPC24A3XKE049417,12851.029
