vin,price
5J8YD4H05LL032532,52455.39953231259
KNAE45LC8K6050784,41077.46461998156
5XYZGDABXCG149606,9438.51929585871
1G1ZE5ST6HF197903,16731.109693073195
KL4MMDSL6LB106699,26348.95066919546
1FMJK1JT8KEA01413,52572.6001964709
1FD8W3HT9LEC47909,48120.52762840875
2FMPK4J93GBB49987,17988.955423183463
3C63R3EL0LG264012,67626.4683538469
1GC4YNE76LF322205,56574.25910670049
5N1AT2MV9LC793052,25767.515423076224
1FTEW1E57LFC48715,54546.031766271124
4T1BF1FK6HU364073,15523.835312651532
WA1BNAFY3J2034396,32006.366196572344
JN1AZ4EH3LM822601,50108.64994524293
2HGFC2F85LH559958,21420.25352347071
1GTW7FCG7F1194269,22997.336431066637
5NPD84LF0KH423636,12959.586420970234
JTMD6RFVXLD006313,37140.62898117559
1ZVBP8AM8E5295019,12853.827927310724
WAUG8AFC1HN124613,30328.514462459767
2C3CDZAG8LH161671,29226.600571675266
1GYS4GKJ1LR252703,71279.79146568305
1FTFW1EG3HKE07623,38491.689683828285
2T2JGMDA8LC054405,51948.57530479203
1C4NJRFB5GD637260,11675.548753293231
2T2AZMDA5LC238064,54395.26892685647
SALSF2D45CA739985,16733.68594712879
1G1BE5SM6J7132706,18334.93385665381
2GNALPEK3D6268320,11737.709266292852
1GTG6CEN7H1256354,28806.39281337873
JTDEPMAE0MJ128824,28672.830113344873
5TDXZ3DC8HS823665,24750.0120032158
3GNAXHEV2LS715210,26540.283301267482
1FTEW1E58KFA74202,56382.94800713964
JF2SJAEC6JH587372,19309.292117260535
1GCRCPEC3FZ204659,21847.54193554242
3N1CP5BV9LL530248,19480.41259792858
1C6SRFJT5LN349440,45274.7011740193
1HGCV3F98LA008563,33940.829622976154
5YFBURHEXJP841333,17075.133089439554
LRBFX3SX4LD122034,40090.001600888565
KNMAT2MV0LP539291,28291.51830454526
3LN6L5E99LR603888,39776.73493666644
1GC1KXCGXBF101479,22337.926836358274
2HKRW1H28LH404799,26522.55483214338
WVWJK73C88E109527,3193.2804673058017
WP1AA2AY3LDA10339,76845.25320118644
1FMCU9GD3JUC37330,17145.4387565351
5TDGZRBH4LS516195,43199.177278433155
JM1DKDC73J1324292,16416.433920387062
JTEZU14R460079669,7832.40754150887
1C4RJFAG1CC156277,11583.495303147767
5NPD84LF2KH447940,13938.509965074532
3GNCJPSB1LL217086,21834.131254522345
2T3H1RFV8LW100922,33102.0522656257
KNDJT2A59C7467334,10070.771618819163
MAJ6S3KL5LC389546,22953.15746910938
19XFC2F54HE057692,16403.7265311397
ML32A5HJ1LH005040,11969.550625177108
3CZRU5H78GM705981,15813.183000480958
1G1105S37JU148349,20540.10898326319
WDAPF1CD3GP202529,34851.240624820355
5FNYF8H25LB014987,40502.54088426279
JN8AT2MV1LW135927,26692.400148451132
5J6RW2H29LL006349,30741.23453376045
3FA6P0CD6LR218247,24286.04243022722
3FA6P0H71HR260464,13667.39712508982
LRBFX1SA7LD078885,36049.865009904985
JTMWFREV8HD103530,20440.470257205445
5N1AT2MV8LC797500,26590.73998005941
1FTEW1E49LFB75063,57327.98842106233
3KPC24A64LE126116,15835.144947326933
3N1AB7APXJY267272,14613.424128291557
1FMCU9JD6HUD02044,17853.450878368632
1G6DM5RK2L0146138,38070.269255896856
1FTEW1CP0LKE35998,35841.94914070018
5N1AT2MV4LC777812,28983.438743995608
KL4CJASB1JB637591,17289.275624517122
2C3CDXHG6KH512439,21831.03658421128
WA1BCCFSXJR006633,23798.40794007486
