vin,price
5J8YD4H05LL032532,50164.93
KNAE45LC8K6050784,39947.496
5XYZGDABXCG149606,9263.929
1G1ZE5ST6HF197903,16949.352
KL4MMDSL6LB106699,26776.0
1FMJK1JT8KEA01413,52842.277
1FD8W3HT9LEC47909,47277.305
2FMPK4J93GBB49987,18684.527
3C63R3EL0LG264012,63502.88
1GC4YNE76LF322205,57146.535
5N1AT2MV9LC793052,25473.775
1FTEW1E57LFC48715,54575.61
4T1BF1FK6HU364073,15759.715
WA1BNAFY3J2034396,31438.73
JN1AZ4EH3LM822601,50962.33
2HGFC2F85LH559958,21093.96
1GTW7FCG7F1194269,20949.166
5NPD84LF0KH423636,13337.979
JTMD6RFVXLD006313,37547.87
1ZVBP8AM8E5295019,13019.365
WAUG8AFC1HN124613,29963.004
2C3CDZAG8LH161671,28029.191
1GYS4GKJ1LR252703,71182.09
1FTFW1EG3HKE07623,39326.645
2T2JGMDA8LC054405,50164.93
1C4NJRFB5GD637260,11154.626
2T2AZMDA5LC238064,54575.61
SALSF2D45CA739985,16949.352
1G1BE5SM6J7132706,17533.584
2GNALPEK3D6268320,11154.626
1GTG6CEN7H1256354,29459.51
JTDEPMAE0MJ128824,27871.873
5TDXZ3DC8HS823665,24729.113
3GNAXHEV2LS715210,26310.951
1FTEW1E58KFA74202,57146.535
JF2SJAEC6JH587372,19385.479
1GCRCPEC3FZ204659,20916.602
3N1CP5BV9LL530248,19385.479
1C6SRFJT5LN349440,45072.34
1HGCV3F98LA008563,31912.174
5YFBURHEXJP841333,17470.74
LRBFX3SX4LD122034,39845.375
KNMAT2MV0LP539291,28648.21
3LN6L5E99LR603888,39626.176
1GC1KXCGXBF101479,23788.166
2HKRW1H28LH404799,27075.713
WVWJK73C88E109527,4340.5156
WP1AA2AY3LDA10339,78291.82
1FMCU9GD3JUC37330,16949.352
5TDGZRBH4LS516195,40811.87
JM1DKDC73J1324292,16247.834
JTEZU14R460079669,8263.568
1C4RJFAG1CC156277,12210.615
5NPD84LF2KH447940,13973.212
3GNCJPSB1LL217086,22043.9
2T3H1RFV8LW100922,32165.41
KNDJT2A59C7467334,10627.715
MAJ6S3KL5LC389546,23097.152
19XFC2F54HE057692,16897.1
ML32A5HJ1LH005040,12807.233
3CZRU5H78GM705981,16409.658
1G1105S37JU148349,21290.48
WDAPF1CD3GP202529,36228.47
5FNYF8H25LB014987,37540.996
JN8AT2MV1LW135927,27075.713
5J6RW2H29LL006349,30560.057
3FA6P0CD6LR218247,23788.166
3FA6P0H71HR260464,13019.365
LRBFX1SA7LD078885,34301.824
JTMWFREV8HD103530,20949.166
5N1AT2MV8LC797500,25514.064
1FTEW1E49LFB75063,57146.535
3KPC24A64LE126116,16100.094
3N1AB7APXJY267272,15179.1045
1FMCU9JD6HUD02044,18117.752
1G6DM5RK2L0146138,37832.89
1FTEW1CP0LKE35998,35060.65
5N1AT2MV4LC777812,29459.51
KL4CJASB1JB637591,17552.955
2C3CDXHG6KH512439,20902.494
WA1BCCFSXJR006633,24492.428
KL7CJNSB7LB064077,21093.96
2G1WT58KX89176570,7196.2163
KL7CJKSB5LB038267,20158.812
JM1GL1UM8L1522883,23788.166
2T1BURHE3KC238290,15798.587
19XFC1F73LE218425,23788.166
4T1B11HK7KU766185,26180.658
1C4BJWEG2GL181755,30721.178
1G6AX5SX4E0165115,22406.855
3C4NJCBB3MT505865,28946.66
5TDDGRFH4KS067490,42494.348
3HGGK5H48LM722669,18154.424
JM3KFBCM5L0794717,29586.166
1GT121C80BF210443,41437.78
4S4BSAFC0H3403427,21182.73
3GKALPEV5KL194348,20902.494
2GKFLTEK9H6239924,20489.03
WA1B4AFY5L2039430,55188.223
WDDZF4JB7HA266320,38301.605
3FA6P0HD2LR261038,23409.584
3C4NJCBB8MT518157,29459.51
1G1ZG5ST6LF153368,23676.441
WAUANAF48HN064854,25026.86
1GKKNULS2LZ231730,47444.27
3GCUKREC1FG302470,26089.736
2C3CCAGG3JH267597,21728.48
SCFRMFAW3LGL09248,134748.4
3KPA24AD1LE334136,16897.1
JTEBU5JR3J5561722,36228.47
ZN661XUS6HX222524,62155.824
1G1PE5SB8E7365819,6502.1475
1FA6P8CF3K5152712,40133.777
1NXBR32E16Z701670,4340.5156
1FMCU0G63LUB57011,27523.553
